GEMS Contest ID,Registered Voters for District,Total Votes,Election Year,Election Month,Election Type
Town of Yarrow Point Council Position No. 4,808,251,2015,November,general election
Town of Yarrow Point Council Position No. 5,808,241,2015,November,general election
Enumclaw Transportation Benefit District Proposition No. 1,6788,2531,2015,November,general election
Seattle School District No. 1 Director District No. 1,419639,152199,2015,November,general election
Seattle School District No. 1 Director District No. 2,419639,154047,2015,November,general election
Seattle School District No. 1 Director District No. 3,419639,154007,2015,November,general election
Seattle School District No. 1 Director District No. 6,419639,153588,2015,November,general election
Federal Way School District No. 210 Director District No. 2,65585,18520,2015,November,general election
Federal Way School District No. 210 Director District No. 3,65585,15931,2015,November,general election
Federal Way School District No. 210 Director District No. 5,65585,15356,2015,November,general election
Enumclaw School District No. 216 Director District No. 1,16351,4079,2015,November,general election
Enumclaw School District No. 216 Director District No. 3,16351,3712,2015,November,general election
Enumclaw School District No. 216 Director District No. 4,16351,3774,2015,November,general election
Mercer Island School District No. 400 Director Position No. 1,17444,5989,2015,November,general election
Mercer Island School District No. 400 Director Position No. 3,17444,8008,2015,November,general election
Mercer Island School District No. 400 Director Position No. 5,17444,5979,2015,November,general election
Highline School District No. 401 Director District No. 1,63918,14526,2015,November,general election
Highline School District No. 401 Director District No. 3,63918,17748,2015,November,general election
Highline School District No. 401 Director District No. 4,63918,14372,2015,November,general election
Highline School District No. 401 Director District No. 5,63918,17665,2015,November,general election
Vashon Island School District No. 402 Director Position No. 1,8307,3860,2015,November,general election
Vashon Island School District No. 402 Director Position No. 3,8307,3889,2015,November,general election
Vashon Island School District No. 402 Director Position No. 5,8307,3833,2015,November,general election
Renton School District No. 403 Director District No. 1,63242,11987,2015,November,general election
Renton School District No. 403 Director District No. 3,63242,14775,2015,November,general election
Renton School District No. 403 Director District No. 4,63242,12023,2015,November,general election
Skykomish School District No. 404 Director Position No. 3,339,108,2015,November,general election
Skykomish School District No. 404 Director Position No. 5,339,108,2015,November,general election
Bellevue School District No. 405 Director District No. 1,71242,21202,2015,November,general election
Bellevue School District No. 405 Director District No. 2,71242,16865,2015,November,general election
Bellevue School District No. 405 Director District No. 4,71242,17073,2015,November,general election
Tukwila School District No. 406 Director District No. 2,7435,2084,2015,November,general election
Tukwila School District No. 406 Director District No. 4,7435,1477,2015,November,general election
Tukwila School District No. 406 Director District No. 5,7435,1675,2015,November,general election
Riverview School District No. 407 Director District No. 2,13498,2818,2015,November,general election
Riverview School District No. 407 Director District No. 3,13498,2844,2015,November,general election
Riverview School District No. 407 Director District No. 4,13498,2830,2015,November,general election
Riverview School District No. 407 Director District No. 5,13498,2808,2015,November,general election
Auburn School District No. 408 Director District No. 1,39102,7434,2015,November,general election
Auburn School District No. 408 Director District No. 2,39102,7315,2015,November,general election
Auburn School District No. 408 Director District No. 4,39102,7438,2015,November,general election
Auburn School District No. 408 Director District No. 5,39102,7187,2015,November,general election
Tahoma School District No. 409 Director District No. 2,25697,5827,2015,November,general election
Tahoma School District No. 409 Director District No. 3,25697,7438,2015,November,general election
Tahoma School District No. 409 Director District No. 4,25697,5672,2015,November,general election
Snoqualmie Valley School District No. 410 Director District No. 2,24590,4768,2015,November,general election
Snoqualmie Valley School District No. 410 Director District No. 3,24590,5001,2015,November,general election
Snoqualmie Valley School District No. 410 Director District No. 5,24590,4711,2015,November,general election
Issaquah School District No. 411 Director District No. 1,64266,13216,2015,November,general election
Issaquah School District No. 411 Director District No. 3,64266,13000,2015,November,general election
Issaquah School District No. 411 Director District No. 5,64266,13074,2015,November,general election
Shoreline School District No. 412 Director District No. 1,45486,11603,2015,November,general election
Shoreline School District No. 412 Director District No. 4,45486,11395,2015,November,general election
Shoreline School District No. 412 Director District No. 5,45486,11404,2015,November,general election
Lake Washington School District No. 414 Director District No. 1,108396,32450,2015,November,general election
Lake Washington School District No. 414 Director District No. 2,108396,31092,2015,November,general election
Lake Washington School District No. 414 Director District No. 5,108396,24568,2015,November,general election
Kent School District No. 415 Director District No. 1,85214,21007,2015,November,general election
Kent School District No. 415 Director District No. 2,85214,16877,2015,November,general election
Kent School District No. 415 Director District No. 3,85214,16957,2015,November,general election
Northshore School District No. 417 Director District No. 2,51177,15310,2015,November,general election
Northshore School District No. 417 Director District No. 3,51177,15482,2015,November,general election
Fife School District No. 417 Director District No. 1,2771,600,2015,November,general election
Fife School District No. 417 Director District No. 2,2771,801,2015,November,general election
King County Fire Protection District No. 2 Commissioner Position No. 3,29703,6914,2015,November,general election
King County Fire Protection District No. 2 Proposition No. 1,29703,10857,2015,November,general election
Shoreline Fire Department Commissioner Position No. 3,35764,11340,2015,November,general election
King County Fire Protection District No. 10 Commissioner Position No. 5,20663,4141,2015,November,general election
King County Fire Protection District No. 10 Proposition No. 1,20663,6207,2015,November,general election
North Highline Fire District Commissioner Position No. 3,8645,1619,2015,November,general election
Vashon Island Fire and Rescue Commissioner Position No. 3,8307,3764,2015,November,general election
Vashon Island Fire and Rescue Commissioner Position No. 5,8307,2529,2015,November,general election
King County Fire Protection District No. 16 Commissioner Position No. 3,23667,7336,2015,November,general election
King County Fire Protection District No. 16 Commissioner Position No. 5,23667,5901,2015,November,general election
King County Fire Protection District No. 20 Commissioner Position No. 3,8361,1678,2015,November,general election
King County Fire Protection District No. 25 Commissioner Position No. 2,5207,1170,2015,November,general election
King County Fire Protection District No. 25 Commissioner Position No. 3,5207,1100,2015,November,general election
King County Fire Protection District No. 27 Commissioner Position No. 3,3648,786,2015,November,general election
King County Fire Protection District No. 28 Commissioner Position No. 3,11832,2855,2015,November,general election
King County Fire Protection District No. 28 Proposition No. 1,11832,4037,2015,November,general election
King County Fire Protection District No. 34 Commissioner Position No. 3,13984,3216,2015,November,general election
Woodinville Fire & Rescue Commissioner Position No. 3,23760,5232,2015,November,general election
Woodinville Fire & Rescue Commissioner Position No. 5,23760,5190,2015,November,general election
King County Fire Protection District No. 37 Commissioner Position No. 3,14876,2669,2015,November,general election
King County Fire Protection District No. 38 Commissioner Position No. 3,6996,1352,2015,November,general election
South King Fire and Rescue Commissioner Position No. 2,73187,21436,2015,November,general election
South King Fire and Rescue Commissioner Position No. 3,73187,20682,2015,November,general election
South King Fire & Rescue Proposition No. 1,73187,25119,2015,November,general election
King County Fire Protection District No. 40 Commissioner Position No. 3,12429,2511,2015,November,general election
King County Fire Protection District No. 40 Commissioner Position No. 5,12429,2280,2015,November,general election
King County Fire Protection District No. 43 Commissioner Position No. 3,25968,5668,2015,November,general election
Mountain View Fire and Rescue Commissioner Position No. 2,12291,2484,2015,November,general election
Mountain View Fire and Rescue Commissioner Position No. 3,12291,2466,2015,November,general election
Mountain View Fire and Rescue Commissioner Position No. 5,12291,2363,2015,November,general election
King County Fire Protection District No. 45 Commissioner Position No. 3,8399,1649,2015,November,general election
King County Fire Protection District No. 47 Commissioner Position No. 3,1257,276,2015,November,general election
King County Fire Protection District No. 50 Commissioner Position No. 2,339,118,2015,November,general election
King County Fire Protection District No. 50 Commissioner Position No. 3,339,123,2015,November,general election
Snoqualmie Pass Fire Protection District No. 51 Commissioner Position No. 3,48,13,2015,November,general election
East Pierce Fire & Rescue Commissioner Position No. 2,698,193,2015,November,general election
East Pierce Fire & Rescue Commissioner Position No. 3,698,170,2015,November,general election
East Pierce Fire & Rescue Commissioner Position No. 5,698,200,2015,November,general election
East Pierce Fire & Rescue Commissioner Position No. 6,698,168,2015,November,general election
East Pierce Fire & Rescue Commissioner Position No. 7,698,166,2015,November,general election
Coal Creek Utility District Commissioner Position No. 3,7754,1602,2015,November,general election
Covington Water District Commissioner Position No. 3,32991,8127,2015,November,general election
Fall City Water District Commissioner Position No. 1,1695,371,2015,November,general election
Fall City Water District Commissioner Position No. 3,1695,379,2015,November,general election
Highline Water District Commissioner Position No. 3,35605,7740,2015,November,general election
Highline Water District Commissioner Position No. 5,35605,7775,2015,November,general election
Lake Forest Park Water District Commissioner Position No. 3,1845,564,2015,November,general election
North City Water District Commissioner Position No. 3,16350,3957,2015,November,general election
Woodinville Water District Commissioner Position No. 3,29246,6191,2015,November,general election
Woodinville Water District Commissioner Position No. 4,29246,6136,2015,November,general election
Woodinville Water District Commissioner Position No. 5,29246,6135,2015,November,general election
King County Water District No. 1 Commissioner Position No. 3,415,109,2015,November,general election
King County Water District No. 1 Proposition No. 1,415,150,2015,November,general election
King County Water District No. 19 Commissioner Position No. 3,2324,774,2015,November,general election
King County Water District No. 20 Commissioner Position No. 3,15327,3193,2015,November,general election
King County Water District No. 45 Commissioner Position No. 3,1663,327,2015,November,general election
King County Water District No. 49 Commissioner Position No. 3,7890,1959,2015,November,general election
King County Water District No. 54 Commissioner Position No. 1,2134,651,2015,November,general election
King County Water District No. 54 Commissioner Position No. 2,2134,609,2015,November,general election
King County Water District No. 54 Commissioner Position No. 3,2134,762,2015,November,general election
King County Water District No. 90 Commissioner Position No. 3,14550,2803,2015,November,general election
King County Water District No. 111 Commissioner Position No. 3,9620,2062,2015,November,general election
King County Water District No. 117 Commissioner Position No. 3,85,47,2015,November,general election
King County Water District No. 119 Commissioner Position No. 3,2983,555,2015,November,general election
King County Water District No. 123 Commissioner Position No. 3,138,29,2015,November,general election
King County Water District No. 125 Commissioner Position No. 3,6771,1312,2015,November,general election
Cedar River Water and Sewer District Commissioner Position No. 3,15168,3067,2015,November,general election
Highlands Sewer District Commissioner Position No. 3,208,76,2015,November,general election
Midway Sewer District Commissioner Position No. 3,21063,4570,2015,November,general election
Midway Sewer District Commissioner Position No. 5,21063,4488,2015,November,general election
Ronald Wastewater District Commissioner Position No. 3,35556,11370,2015,November,general election
Ronald Wastewater District Commissioner Position No. 5,35556,8469,2015,November,general election
Stevens Pass Sewer District Commissioner Position No. 2,4,1,2015,November,general election
Sammamish Plateau Water and Sewer District Commissioner Position No. 2,35642,7371,2015,November,general election
Sammamish Plateau Water and Sewer District Commissioner Position No. 3,35642,7029,2015,November,general election
Sammamish Plateau Water and Sewer District Commissioner Position No. 5,35642,7271,2015,November,general election
Snoqualmie Pass Utility District Commissioner Position No. 3,48,17,2015,November,general election
Southwest Suburban Sewer District Commissioner Position No. 3,34985,11139,2015,November,general election
Vashon Sewer District Commissioner Position No. 3,692,187,2015,November,general election
Valley View Sewer District Commissioner Position No. 1,16301,3229,2015,November,general election
Valley View Sewer District Commissioner Position No. 3,16301,3296,2015,November,general election
Lakehaven Utility District Commissioner Position No. 3,61832,17431,2015,November,general election
Lakehaven Utility District Commissioner Position No. 5,61832,14777,2015,November,general election
Northeast Sammamish Sewer and Water District Commissioner Position No. 1,8435,1922,2015,November,general election
Northeast Sammamish Sewer and Water District Commissioner Position No. 3,8435,1924,2015,November,general election
Northshore Utility District Commissioner Position No. 3,50447,14213,2015,November,general election
Soos Creek Water and Sewer District Commissioner Position No. 4,68210,13767,2015,November,general election
Soos Creek Water and Sewer District Commissioner Position No. 5,68210,13613,2015,November,general election
Skyway Water and Sewer District Commissioner Position No. 3,7636,1978,2015,November,general election
Public Hospital District No. 1 Commissioner District No. 2,155959,37657,2015,November,general election
Public Hospital District No. 1 Commissioner Position No. 4,155959,36620,2015,November,general election
Public Hospital District No. 2 Commissioner District No. 1,171173,38202,2015,November,general election
Public Hospital District No. 2 Commissioner Position No. 4,171173,38304,2015,November,general election
Public Hospital District No. 4 Commissioner Position No. 1,26516,6778,2015,November,general election
Public Hospital District No. 4 Commissioner Position No. 3,26516,6511,2015,November,general election
Public Hospital District No. 4 Commissioner Position No. 5,26516,6534,2015,November,general election
King County Airport District Commissioner Position No. 1,8307,2439,2015,November,general election
King County Airport District Commissioner Position No. 2,8307,2502,2015,November,general election
King County Airport District Commissioner Position No. 3,8307,2483,2015,November,general election
King County Cemetery District No. 1 Commissioner Position No. 3,8307,2815,2015,November,general election
Des Moines Pool Metropolitan Park District Commissioner Position No. 1,16174,3793,2015,November,general election
Des Moines Pool Metropolitan Park District Commissioner Position No. 2,16174,3581,2015,November,general election
Fall City Metropolitan Park District Commissioner Position No. 2,4014,852,2015,November,general election
Fall City Metropolitan Park District Commissioner Position No. 3,4014,856,2015,November,general election
Fall City Metropolitan Park District Commissioner Position No. 4,4014,840,2015,November,general election
Si View Metropolitan Park District Commissioner Position No. 4,10914,2324,2015,November,general election
Si View Metropolitan Park District Commissioner Position No. 5,10914,2976,2015,November,general election
Si View Metropolitan Park District Proposition No. 1,10914,3810,2015,November,general election
Tukwila Pool Metropolitan Park District Proposition No. 1,8169,2555,2015,November,general election
Tukwila Pool Metropolitan Park District Commissioner Position No. 1,8169,1792,2015,November,general election
Tukwila Pool Metropolitan Park District Commissioner Position No. 2,8169,1795,2015,November,general election
Tukwila Pool Metropolitan Park District Commissioner Position No. 3,8169,1779,2015,November,general election
Tukwila Pool Metropolitan Park District Commissioner Position No. 4,8169,1772,2015,November,general election
Tukwila Pool Metropolitan Park District Commissioner Position No. 5,8169,2043,2015,November,general election
Vashon-Maury Island Park and Recreation District Commissioner Position No. 1,8307,3728,2015,November,general election
Vashon-Maury Island Park and Recreation District Commissioner Position No. 3,8307,3611,2015,November,general election
Vashon-Maury Island Park and Recreation District Commissioner Position No. 5,8307,3958,2015,November,general election
Legislative District No. 30 Representative Position No. 2,63629,14630,2015,August,primary election
Director of Elections,1183771,268134,2015,August,primary election
Port of Seattle Commissioner Position No. 2,1183771,271683,2015,August,primary election
Port of Seattle Commissioner Position No. 5,1183771,267428,2015,August,primary election
City of Bellevue Council Position No. 5,73064,17006,2015,August,primary election
City of Bellevue Council Position No. 7,73064,16674,2015,August,primary election
City of Bothell Council Position No. 2,14890,3850,2015,August,primary election
City of Bothell Council Position No. 4,14890,3828,2015,August,primary election
City of Bothell Council Position No. 6,14890,3845,2015,August,primary election
City of Carnation Council Position No. 1,1037,251,2015,August,primary election
City of Carnation Council Position No. 5,1037,253,2015,August,primary election
City of Federal Way Council Position No. 1,42529,9663,2015,August,primary election
City of Issaquah Council Position No. 4,19738,4359,2015,August,primary election
City of Issaquah Council Position No. 6,19738,4229,2015,August,primary election
City of Kirkland Council Position No. 2,52126,10529,2015,August,primary election
City of Kent Council Position No. 1,56376,11161,2015,August,primary election
City of Mercer Island Council Position No. 7,17381,5378,2015,August,primary election
City of North Bend Council Position No. 3,4011,953,2015,August,primary election
City of North Bend Council Position No. 7,4011,992,2015,August,primary election
City of Redmond Proposition No. 1,28075,7705,2015,August,primary election
City of Redmond Proposition No. 2,28075,7714,2015,August,primary election
City of Renton Council Position No. 4,48883,8246,2015,August,primary election
City of Seattle Council District No. 1,60474,17362,2015,August,primary election
City of Seattle Council District No. 2,49450,13069,2015,August,primary election
City of Seattle Council District No. 3,62821,22437,2015,August,primary election
City of Seattle Council District No. 4,54208,16795,2015,August,primary election
City of Seattle Council District No. 5,57959,16903,2015,August,primary election
City of Seattle Council District No. 6,67591,20994,2015,August,primary election
City of Seattle Council District No. 7,61837,16040,2015,August,primary election
City of Seattle Council Position No. 8,414340,119745,2015,August,primary election
City of Seattle Council Position No. 9,414340,119709,2015,August,primary election
City of Shoreline Council Position No. 6,35572,9154,2015,August,primary election
City of SeaTac Council Position No. 1,11909,2788,2015,August,primary election
City of SeaTac Council Position No. 3,11909,2835,2015,August,primary election
City of SeaTac Council Position No. 7,11909,2819,2015,August,primary election
Seattle School District No. 1 Director District No. 3,56580,17351,2015,August,primary election
Seattle School District No. 1 Director District No. 6,59633,15607,2015,August,primary election
Mercer Island School District No. 400 Director Position No. 3,17381,5257,2015,August,primary election
Northshore School District No. 417 Director District No. 3,50865,10467,2015,August,primary election
Shoreline Fire Department Proposition No. 1,35572,9683,2015,August,primary election
Shoreline Fire Department Proposition No. 2,35572,9818,2015,August,primary election
South King Fire and Rescue Commissioner Position No. 2,72686,15864,2015,August,primary election
King County Fire Protection District No. 50 Proposition No. 1,326,134,2015,August,primary election
Covington Water District Commissioner Position No. 3,32776,5269,2015,August,primary election
Southwest Suburban Sewer District Commissioner Position No. 3,34659,7771,2015,August,primary election
Lakehaven Utility District Commissioner Position No. 3,61449,12386,2015,August,primary election
Public Hospital District No. 1 Commissioner Position No. 4,154975,27357,2015,August,primary election
Public Hospital District No. 4 Commissioner Position No. 1,26225,4267,2015,August,primary election
Public Hospital District No. 4 Commissioner Position No. 5,26225,4162,2015,August,primary election
King County Proposition No. 1,1185271,292800,2015,April,special election
City of Sammamish Advisory Proposition No. 2,28655,6906,2015,April,special election
Covington Transportation Benefit District Proposition No. 1,10566,2665,2015,April,special election
Enumclaw School District No. 216 Proposition No. 1,16328,6516,2015,April,special election
South King Fire and Rescue Proposition No. 1,72699,18235,2015,April,special election
Vashon-Maury Island Park and Recreation District Proposition No. 1,8250,3477,2015,April,special election
Proposed Klahanie Annexation Area Proposition No. 1,6220,2867,2015,April,special election
Highline School District No. 401 Proposition No. 1,62920,20628,2015,February,special election
Highline School District No. 401 Proposition No. 2,62920,20704,2015,February,special election
Snoqualmie Valley School District No. 410 Proposition No. 1,24035,10232,2015,February,special election
Initiative Measure No. 1351,1181076,613053,2014,November,general election
Initiative Measure No. 591,1181076,618651,2014,November,general election
Initiative Measure No. 594,1181076,624389,2014,November,general election
Advisory Vote No. 8 Senate Bill 6505,1181076,564517,2014,November,general election
Advisory Vote No. 9 Engrossed Substitute House Bill 1287,1181076,548182,2014,November,general election
US Representative Congressional District No. 1,167396,90552,2014,November,general election
US Representative Congressional District No. 7,431318,234520,2014,November,general election
US Representative Congressional District No. 8,233122,114932,2014,November,general election
US Representative Congressional District No. 9,349240,161093,2014,November,general election
Legislative District No. 1 Representative Position No. 1,26654,13445,2014,November,general election
Legislative District No. 1 Representative Position No. 2,26654,13306,2014,November,general election
Legislative District No. 5 Representative Position No. 1,91881,45239,2014,November,general election
Legislative District No. 5 Representative Position No. 2,91881,44642,2014,November,general election
Legislative District No. 11 Representative Position No. 1,70196,21552,2014,November,general election
Legislative District No. 11 Representative Position No. 2,70196,28517,2014,November,general election
Legislative District No. 30 State Senator,63293,29418,2014,November,general election
Legislative District No. 30 Representative Position No. 1,63293,28603,2014,November,general election
Legislative District No. 30 Representative Position No. 2,63293,28515,2014,November,general election
Legislative District No. 31 State Senator,25425,12224,2014,November,general election
Legislative District No. 31 Representative Position No. 1,25425,12115,2014,November,general election
Legislative District No. 31 Representative Position No. 2,25425,12321,2014,November,general election
Legislative District No. 32 State Senator,46121,23557,2014,November,general election
Legislative District No. 32 Representative Position No. 1,46121,18260,2014,November,general election
Legislative District No. 32 Representative Position No. 2,46121,23493,2014,November,general election
Legislative District No. 33 State Senator,65909,29536,2014,November,general election
Legislative District No. 33 Representative Position No. 1,65909,29267,2014,November,general election
Legislative District No. 33 Representative Position No. 2,65909,29098,2014,November,general election
Legislative District No. 34 State Senator,89093,35203,2014,November,general election
Legislative District No. 34 Representative Position No. 1,89093,34667,2014,November,general election
Legislative District No. 34 Representative Position No. 2,89093,39919,2014,November,general election
Legislative District No. 36 State Senator,102307,55949,2014,November,general election
Legislative District No. 36 Representative Position No. 1,102307,55282,2014,November,general election
Legislative District No. 36 Representative Position No. 2,102307,54130,2014,November,general election
Legislative District No. 37 State Senator,81268,37139,2014,November,general election
Legislative District No. 37 Representative Position No. 1,81268,38108,2014,November,general election
Legislative District No. 37 Representative Position No. 2,81268,36767,2014,November,general election
Legislative District No. 39 Representative Position No. 1,327,143,2014,November,general election
Legislative District No. 39 Representative Position No. 2,327,182,2014,November,general election
Legislative District No. 41 Representative Position No. 1,90341,44801,2014,November,general election
Legislative District No. 41 Representative Position No. 2,90341,41308,2014,November,general election
Legislative District No. 43 State Senator,95243,40184,2014,November,general election
Legislative District No. 43 Representative Position No. 1,95243,38146,2014,November,general election
Legislative District No. 43 Representative Position No. 2,95243,48929,2014,November,general election
Legislative District No. 45 State Senator,88122,49043,2014,November,general election
Legislative District No. 45 Representative Position No. 1,88122,48206,2014,November,general election
Legislative District No. 45 Representative Position No. 2,88122,48117,2014,November,general election
Legislative District No. 46 State Senator,95146,51857,2014,November,general election
Legislative District No. 46 Representative Position No. 1,95146,40169,2014,November,general election
Legislative District No. 46 Representative Position No. 2,95146,51109,2014,November,general election
Legislative District No. 47 State Senator,74460,34213,2014,November,general election
Legislative District No. 47 Representative Position No. 1,74460,34369,2014,November,general election
Legislative District No. 47 Representative Position No. 2,74460,34187,2014,November,general election
Legislative District No. 48 State Senator,75281,38337,2014,November,general election
Legislative District No. 48 Representative Position No. 1,75281,37719,2014,November,general election
Legislative District No. 48 Representative Position No. 2,75281,35994,2014,November,general election
King County Prosecuting Attorney,1181076,410733,2014,November,general election
State Supreme Court Justice Position No. 1,1181076,383750,2014,November,general election
State Supreme Court Justice Position No. 3,1181076,366967,2014,November,general election
State Supreme Court Justice Position No. 4,1181076,465250,2014,November,general election
State Supreme Court Justice Position No. 7,1181076,466453,2014,November,general election
Court of Appeals Judge Position No. 1,1181076,350207,2014,November,general election
Court of Appeals Judge Position No. 5,1181076,353398,2014,November,general election
Court of Appeals Judge Position No. 6,1181076,354840,2014,November,general election
District Court Northeast Electoral District Judge Position No. 1,330104,127084,2014,November,general election
District Court Northeast Electoral District Judge Position No. 2,330104,129388,2014,November,general election
District Court Northeast Electoral District Judge Position No. 3,330104,125598,2014,November,general election
District Court Northeast Electoral District Judge Position No. 4,330104,96465,2014,November,general election
District Court Northeast Electoral District Judge Position No. 5,330104,96757,2014,November,general election
District Court Northeast Electoral District Judge Position No. 6,330104,96767,2014,November,general election
District Court Northeast Electoral District Judge Position No. 7,330104,97525,2014,November,general election
District Court Shoreline Electoral District Judge Position No. 1,59028,18259,2014,November,general election
District Court Shoreline Electoral District Judge Position No. 2,59028,18186,2014,November,general election
District Court Southeast Electoral District Judge Position No. 1,238417,66883,2014,November,general election
District Court Southeast Electoral District Judge Position No. 2,238417,64642,2014,November,general election
District Court Southeast Electoral District Judge Position No. 3,238417,65008,2014,November,general election
District Court Southeast Electoral District Judge Position No. 4,238417,64652,2014,November,general election
District Court Southeast Electoral District Judge Position No. 5,238417,64718,2014,November,general election
District Court Southeast Electoral District Judge Position No. 6,238417,64646,2014,November,general election
District Court Southwest Electoral District Judge Position No. 1,138412,40054,2014,November,general election
District Court Southwest Electoral District Judge Position No. 2,138412,40111,2014,November,general election
District Court Southwest Electoral District Judge Position No. 3,138412,39513,2014,November,general election
District Court Southwest Electoral District Judge Position No. 4,138412,39924,2014,November,general election
District Court Southwest Electoral District Judge Position No. 5,138412,39835,2014,November,general election
District Court West Electoral District Judge Position No. 1,415106,119894,2014,November,general election
District Court West Electoral District Judge Position No. 2,415106,164522,2014,November,general election
District Court West Electoral District Judge Position No. 3,415106,114744,2014,November,general election
District Court West Electoral District Judge Position No. 4,415106,117376,2014,November,general election
District Court West Electoral District Judge Position No. 5,415106,116701,2014,November,general election
City of Bothell Proposition No. 1 Parks and Public Space Bonds,14682,7655,2014,November,general election
City of Carnation Proposition No. 1 Levy for Police Services,1027,567,2014,November,general election
City of Kent Proposition No. A General Obligation Public Safety and Training Facilities Bonds,55811,23556,2014,November,general election
City of North Bend Proposition No. 1 Sales and Use Tax Increase of 0.1% for Public Safety and Criminal Justice Purposes,3945,2014,2014,November,general election
Seattle Municipal Court Judge Position No. 1,415106,117700,2014,November,general election
Seattle Municipal Court Judge Position No. 2,415106,167064,2014,November,general election
Seattle Municipal Court Judge Position No. 3,415106,114705,2014,November,general election
Seattle Municipal Court Judge Position No. 4,415106,117793,2014,November,general election
Seattle Municipal Court Judge Position No. 5,415106,115766,2014,November,general election
Seattle Municipal Court Judge Position No. 6,415106,116825,2014,November,general election
Seattle Municipal Court Judge Position No. 7,415106,166925,2014,November,general election
City of Seattle Proposition Numbers 1A and 1B,415106,222443,2014,November,general election
City of Seattle Proposition Numbers 1A and 1B (cont.),415106,197930,2014,November,general election
Proposed City Transportation Authority Seattle Citizen Petition No. 1 Creation of a City Transportation Authority for Public Monorail Transportation Facilities,415106,223528,2014,November,general election
Seattle Transportation Benefit District Proposition No. 1 Transportation Funding,415106,222989,2014,November,general election
Highline School District No. 401 Proposition No. 1 Bonds to Construct New Schools and Replace and Renovate Deteriorating Schools,62839,29500,2014,November,general election
East Pierce Fire & Rescue Proposition No. 1 Property Tax Levy for Maintenance and Operation Expenses,659,345,2014,November,general election
Si View Metropolitan Park District Proposition No. 1 One-Year Operations and Maintenance Levy,10733,5425,2014,November,general election
US Representative Congressional District No. 1,166822,46330,2014,August,primary election
US Representative Congressional District No. 7,428199,137869,2014,August,primary election
US Representative Congressional District No. 8,232179,61574,2014,August,primary election
US Representative Congressional District No. 9,348130,90052,2014,August,primary election
Legislative District No. 1 Representative Position No. 1,26454,4945,2014,August,primary election
Legislative District No. 1 Representative Position No. 2,26454,6503,2014,August,primary election
Legislative District No. 5 Representative Position No. 1,91200,22800,2014,August,primary election
Legislative District No. 5 Representative Position No. 2,91200,22589,2014,August,primary election
Legislative District No. 11 Representative Position No. 1,69846,11622,2014,August,primary election
Legislative District No. 11 Representative Position No. 2,69846,15015,2014,August,primary election
Legislative District No. 30 State Senator,63256,17585,2014,August,primary election
Legislative District No. 30 Representative Position No. 1,63256,17319,2014,August,primary election
Legislative District No. 30 Representative Position No. 2,63256,17355,2014,August,primary election
Legislative District No. 31 State Senator,25379,7779,2014,August,primary election
Legislative District No. 31 Representative Position No. 1,25379,7659,2014,August,primary election
Legislative District No. 31 Representative Position No. 2,25379,7703,2014,August,primary election
Legislative District No. 32 State Senator,45939,13355,2014,August,primary election
Legislative District No. 32 Representative Position No. 1,45939,10453,2014,August,primary election
Legislative District No. 32 Representative Position No. 2,45939,13318,2014,August,primary election
Legislative District No. 33 State Senator,65657,16283,2014,August,primary election
Legislative District No. 33 Representative Position No. 1,65657,16221,2014,August,primary election
Legislative District No. 33 Representative Position No. 2,65657,16282,2014,August,primary election
Legislative District No. 34 State Senator,88583,21067,2014,August,primary election
Legislative District No. 34 Representative Position No. 1,88583,21055,2014,August,primary election
Legislative District No. 34 Representative Position No. 2,88583,23415,2014,August,primary election
Legislative District No. 36 State Senator,101649,33765,2014,August,primary election
Legislative District No. 36 Representative Position No. 1,101649,33321,2014,August,primary election
Legislative District No. 36 Representative Position No. 2,101649,32616,2014,August,primary election
Legislative District No. 37 State Senator,80710,22649,2014,August,primary election
Legislative District No. 37 Representative Position No. 1,80710,22394,2014,August,primary election
Legislative District No. 37 Representative Position No. 2,80710,21691,2014,August,primary election
Legislative District No. 39 Representative Position No. 1,331,75,2014,August,primary election
Legislative District No. 39 Representative Position No. 2,331,97,2014,August,primary election
Legislative District No. 41 Representative Position No. 1,90197,24045,2014,August,primary election
Legislative District No. 41 Representative Position No. 2,90197,21921,2014,August,primary election
Legislative District No. 43 State Senator,94220,25067,2014,August,primary election
Legislative District No. 43 Representative Position No. 1,94220,23698,2014,August,primary election
Legislative District No. 43 Representative Position No. 2,94220,29719,2014,August,primary election
Legislative District No. 45 State Senator,87978,25357,2014,August,primary election
Legislative District No. 45 Representative Position No. 1,87978,25266,2014,August,primary election
Legislative District No. 45 Representative Position No. 2,87978,25206,2014,August,primary election
Legislative District No. 46 State Senator,94643,30894,2014,August,primary election
Legislative District No. 46 Representative Position No. 1,94643,24582,2014,August,primary election
Legislative District No. 46 Representative Position No. 2,94643,30522,2014,August,primary election
Legislative District No. 47 State Senator,74210,19523,2014,August,primary election
Legislative District No. 47 Representative Position No. 1,74210,19554,2014,August,primary election
Legislative District No. 47 Representative Position No. 2,74210,19528,2014,August,primary election
Legislative District No. 48 State Senator,75077,21177,2014,August,primary election
Legislative District No. 48 Representative Position No. 1,75077,20845,2014,August,primary election
Legislative District No. 48 Representative Position No. 2,75077,19794,2014,August,primary election
King County Prosecuting Attorney,1175330,236834,2014,August,primary election
District Court Northeast Electoral District Judge Position No. 3,328880,76019,2014,August,primary election
City of Seattle Proposition No. 1 Seattle Park District,411886,135987,2014,August,primary election
